id,ret
1,0.17546970780084362
2,0.23409569895109578
3,0.17826928933230754
4,0.24877630592509198
5,0.20910963295169563
6,0.2431301507486167
7,0.24257388096281893
8,0.19650157735738022
9,0.1862713217943096
10,0.18361870269921393
11,0.18801180212730048
12,0.18419415845922493
13,0.1612603606349779
14,0.2097054999822005
15,0.2224525588956865
16,0.18841808401574658
17,0.25030874962363125
18,0.221161146570123
19,0.21602632088834817
20,0.24813943414003453
21,0.20698267574552703
22,0.2477133890244597
23,0.23787401934024827
24,0.16191940271275962
25,0.21591984661181546
26,0.2198106519590664
27,0.2154847543130351
28,0.19589228526086475
29,0.2392550563508352
30,0.17282095871407804
31,0.2545029487281236
32,0.19005847699973327
33,0.17343605787247054
34,0.235204682203963
35,0.18239641281836422
36,0.2345268165187285
37,0.16339060076273432
38,0.2209078313571442
39,0.3110973378005596
40,0.23428732591785045
41,0.1951355998051098
42,0.18285000059229656
43,0.17963511518858297
44,0.2287489124069264
45,0.15415125010348688
46,0.23817451713173807
47,0.19061430909115978
48,0.19065175298155104
49,0.23721102126838262
50,0.20073518218583186
51,0.3043439642687758
52,0.1938960029841023
53,0.32046597933830717
54,0.1714881354672067
55,0.16002927298296915
56,0.15336852692598998
57,0.19523169164571558
58,0.2739427024488712
59,0.22009546132393137
60,0.24593189180431868
61,0.17413021789142466
62,0.3129935690235059
63,0.30778363441049317
64,0.25706701245110064
65,0.23210622811957574
66,0.21060102591416344
67,0.1544219208992727
68,0.24839538368169256
69,0.1618620146786754
70,0.2126726712075512
71,0.21579211619673977
72,0.19468267087051153
73,0.11076542119860118
74,0.15687155602946962
75,0.2519320474892309
76,0.22685342984826123
77,0.17408288983985257
78,0.28202947422548874
79,0.2997591805962849
80,0.2436549924103192
81,0.3177996473326935
82,0.23118029888743302
83,0.17686151659894758
84,0.29767996599295904
85,0.1883629961339019
86,0.21174813956726143
87,0.17473151848850654
88,0.15681335498392676
89,0.16040065221948482
90,0.22727125651867341
91,0.182412253784986
92,0.25185491625865203
93,0.22799633084478055
94,0.28526256523044097
95,0.17393257539087872
96,0.2541699058152501
97,0.20255775101819623
98,0.2232094554550393
99,0.20361974519194997
100,0.2687458354563371
101,0.22325250092660798
102,0.20058500273765523
103,0.21937158011074845
104,0.180702824064991
105,0.13909893387739666
106,0.18788742015228405
107,0.22788638821341403
108,0.1837511883467444
109,0.21976136422647427
110,0.26607014512673155
111,0.23959382380984856
112,0.21473229501582308
113,0.1347156530723707
114,0.16523230120909146
115,0.17561596147931885
116,0.2756296045968763
117,0.2411364354753288
118,0.2327921717326249
119,0.2518373711112967
120,0.17917197762802806
121,0.1842990658311569
122,0.22251896024696008
123,0.15602680192878576
124,0.22331104251852
125,0.19934563577652276
126,0.2043283526790766
127,0.1591570768137253
128,0.22510025533101966
129,0.214660075694582
130,0.19671279223280264
131,0.24020447568111686
132,0.18042179784927442
133,0.19430864523218472
134,0.21975072543692398
135,0.2897787267222814
136,0.19908882708226477
137,0.19035688144813628
138,0.2672941899818736
139,0.22174132584733552
140,0.19759405575062353
141,0.27439869695034597
142,0.14413803579460754
143,0.1984121944615027
144,0.19015661974990605
145,0.19801143978955268
146,0.1593133962124139
147,0.2492223934632317
148,0.18512959469127793
149,0.18652129730125575
150,0.19513437114565718
151,0.16629114885491522
152,0.256184618842953
153,0.2614290636875293
154,0.25726134263101363
155,0.17643282205572675
156,0.16964471409938817
157,0.24817012631394797
158,0.22824479398309633
159,0.20149664276508156
160,0.22683021195648118
161,0.22006236917845326
162,0.18463391870013093
163,0.20918602872158024
164,0.2416117198135482
165,0.21166561242155116
166,0.15179901551637404
167,0.18265222373592377
168,0.17310390391629668
169,0.18831658649673338
170,0.1897733146560822
171,0.17523418514341033
172,0.20540924041107694
173,0.20999954944830307
174,0.22155001685648745
175,0.2278009483154478
176,0.18204232196174563
177,0.19027464577147074
178,0.2234714975354731
179,0.20624011824153526
180,0.2862023071808632
181,0.29963847218150547
182,0.21341924522741498
183,0.2433042443771535
184,0.17534649300796246
