id,ret
1,0.1347763231709759
2,0.4114180709227905
3,0.517426794908972
4,0.4508700716641821
5,0.38407692014725114
6,0.4856742944539349
7,0.7471868663107816
8,0.17922774197529556
9,0.2780083874605138
10,0.39275354199195195
11,0.6434530880817112
12,0.6297943975151418
13,0.25173786681694066
14,0.5465034293582158
15,0.6163574227181606
16,0.13598979014332097
17,0.5210222101007236
18,0.7064646758815146
19,0.6609010810242465
20,0.7236429941110372
21,0.4576940053141164
22,0.5702258361033066
23,0.5414155260220407
24,0.37410053566757817
25,0.42328710598791947
26,0.08780647214256378
27,0.46851081544147055
28,0.35711661116093724
29,0.46054591363076175
30,0.34572389186730307
31,0.7722003315664885
32,0.2456511993354611
33,0.338681881861395
34,0.7236429941110372
35,0.32170757690345353
36,0.4454148093643535
37,0.2945925573363038
38,0.49457567558873017
39,0.8904957484426191
40,0.614164723788332
41,0.6572688824606823
42,0.2401113524643628
43,0.394478775579174
44,0.548293935234511
45,0.4188448523494312
46,0.5161236152641564
47,0.6480166415702137
48,0.37228040122540823
49,0.14848860007921777
50,0.48027275307801676
51,0.9229841828571324
52,0.3456421429025384
53,0.6963879865914201
54,0.10545671884540507
55,0.39275354199195195
56,0.4448732290466928
57,0.2541396135090018
58,0.6116870191562586
59,0.5960172525307164
60,0.5962595208435257
61,0.15404526140839636
62,0.8261022160786786
63,0.9239517132217803
64,0.6532947859989608
65,0.4382284724035492
66,0.7383181992999457
67,0.3579777580784223
68,0.3080581579323626
69,0.273878900791349
70,0.7165867503121113
71,0.5715832311981859
72,0.48110670892112933
73,0.13584461114726848
74,0.3363740619110053
75,0.6668010073063257
76,0.8002938849793785
77,0.5061851430317036
78,0.770388995772319
79,0.6991247144145576
80,0.7727909303867404
81,0.5734485541478956
82,0.7553922216732513
83,0.7437347934615218
84,0.880619159364626
85,0.5411347537040576
86,0.6232506120399559
87,0.491327273851837
88,0.2642487916180497
89,0.3035521201570641
90,0.6794198871231912
91,0.23974697204863435
92,0.8002938849793785
93,0.6797243174405789
94,0.6046256637356557
95,0.7165867503121113
96,0.8394425156037087
97,0.39820076189000975
98,0.7251063802983991
99,0.9162629788575264
100,0.6892338571256978
101,0.49471969489100903
102,0.40266994197560935
103,0.3246904875142247
104,0.6297402468351148
105,0.2879367212105492
106,0.44486854322427355
107,0.5560455458996102
108,0.3886323212431942
109,0.7143337859536554
110,0.7239994220859354
111,0.7165867503121113
112,0.3229107151323854
113,0.23323920875570706
114,0.21766372487362035
115,0.4791246441727069
116,0.6946147547017998
117,0.1412517744748521
118,0.34776792981822335
119,0.32179209349542254
120,0.2755268062564676
121,0.19448263811037847
122,0.4072877832103999
123,0.6583065760834681
124,0.35828016947394525
125,0.4015829098579801
126,0.4134807626457431
127,0.12679746237995565
128,0.3464406681911531
129,0.28500474054927155
130,0.12994681739463923
131,0.7185795892520985
132,0.43041515453983165
133,0.4961261279153083
134,0.6946147547017998
135,0.23761937034505656
136,0.4480908940864162
137,0.3569754891930547
138,0.12282137676952448
139,0.4072877832103999
140,0.18593121432019988
141,0.20211278237014615
